,Customer_1,Customer_2,Customer_3,Customer_4,Customer_5,Customer_6,Customer_7,Customer_8,Customer_9,Customer_10,Customer_11,Customer_12,Customer_13,Customer_14,Customer_15,Customer_16,Customer_17,Customer_18,Customer_19,Customer_20,Customer_21,Customer_22,Customer_23,Customer_24,Customer_25,Customer_26,Customer_27,Customer_28,Customer_29,Customer_30,Customer_31,Customer_32,Customer_33,Customer_34,Customer_35,Customer_36,Customer_37,Customer_38,Customer_39,Customer_40,Customer_41,Customer_42,Customer_43,Customer_44,Customer_45,Customer_46,Customer_47,Customer_48,Customer_49,Customer_50,Customer_51,Customer_52,Customer_53,Customer_54,Customer_55,Customer_56,Customer_57,Customer_58,Customer_59,Customer_60
Customer_1,,0.32136966414713597,0.10752416975937706,0.32136966414713597,0.11868807164401057,0.4415049165778486,0.31488868384210794,0.24509037425382485,0.0,0.06880091204918831,0.49022101925511297,0.5676230800241262,0.2696923077578263,0.12766034764118517,0.39938364300852514,0.33907083868949084,0.36051455080512035,0.18448115857523156,0.20984313951415984,0.06301283268880062,0.2186254278646303,0.42909267831559733,0.07831170186602864,0.41751874288393576,0.43382853776974933,0.06301283268880062,0.32136966414713597,0.5471318044928722,0.17143091653409218,0.3437001790109579,0.36051455080512035,0.7967686672101987,0.10752416975937706,0.11868807164401057,0.6339971440891631,0.4791867657169732,0.6977554179615141,0.31488868384210794,0.2539004226623893,0.10752416975937706,0.18448115857523156,0.4415049165778486,0.2186254278646303,0.5019137541663861,0.4791867657169732,0.38770464548249167,0.5469312470975093,0.48161548619170585,0.2539004226623893,0.31152709623172914,0.049750284585016895,0.2278909172198417,0.7120653505918183,0.6977554179615141,0.4415049165778486,0.4791867657169732,0.3470581058340795,0.6339971440891631,0.24509037425382485,0.2696923077578263
Customer_2,0.32136966414713597,,0.3221503408352297,0.0,0.3461979261820442,0.6561310876537012,0.5295148549179606,0.07627928989331113,0.32136966414713597,0.3747518393973158,0.374428624569353,0.45183068533836623,0.48431847883367896,0.30394737983673586,0.2528417764708396,0.21197247050461837,0.575140721880973,0.1794565718179443,0.42446931059001247,0.26751393258330813,0.2328355659460099,0.5163601204870564,0.24305796228110732,0.5047817104326753,0.4993642367654943,0.26751393258330813,0.0,0.4313394098071123,0.30038317549907645,0.21176698069610184,0.575140721880973,0.5877968573002965,0.3221503408352297,0.3461979261820442,0.5182047494034031,0.16240459903752497,0.5819630232757541,0.5295148549179606,0.46852659373824196,0.3221503408352297,0.1794565718179443,0.6561310876537012,0.2328355659460099,0.3875891226297915,0.16240459903752497,0.07109094259879052,0.4311388524117494,0.22875240158015553,0.46852659373824196,0.2730779446639521,0.27726013912305053,0.20708077480306689,0.5688980079256651,0.5819630232757541,0.6561310876537012,0.16240459903752497,0.26758454898766637,0.5182047494034031,0.07627928989331113,0.48431847883367896
Customer_3,0.10752416975937706,0.3221503408352297,,0.3221503408352297,0.06343747611703321,0.33398074681847156,0.20736451408273088,0.24587105094191858,0.10752416975937706,0.14104505311325083,0.44845841222529265,0.4849136873946214,0.16216813799844926,0.23518451740056223,0.39452356013568746,0.33421075581665316,0.2529903810457433,0.17962107570239386,0.10231896975478279,0.05463640825192158,0.32614959762400736,0.32156850855622027,0.1858358716254057,0.30999457312455875,0.32630436801037227,0.05463640825192158,0.3221503408352297,0.5204324755443687,0.27895508629346927,0.3388400961381202,0.2529903810457433,0.791908584337361,0.0,0.06343747611703321,0.5696279036157348,0.47729055737241305,0.6314034152423392,0.20736451408273088,0.14637625290301226,0.0,0.17962107570239386,0.33398074681847156,0.32614959762400736,0.394389584407009,0.47729055737241305,0.3858084371379315,0.47471412719063727,0.4767554033188682,0.14637625290301226,0.3066670133588914,0.05777388517436016,0.33541508697921874,0.64769611011839,0.6314034152423392,0.33398074681847156,0.47729055737241305,0.34219802296124174,0.5696279036157348,0.24587105094191858,0.16216813799844926
Customer_4,0.32136966414713597,0.0,0.3221503408352297,,0.3461979261820442,0.6561310876537012,0.5295148549179606,0.07627928989331113,0.32136966414713597,0.3747518393973158,0.374428624569353,0.45183068533836623,0.48431847883367896,0.30394737983673586,0.2528417764708396,0.21197247050461837,0.575140721880973,0.1794565718179443,0.42446931059001247,0.26751393258330813,0.2328355659460099,0.5163601204870564,0.24305796228110732,0.5047817104326753,0.4993642367654943,0.26751393258330813,0.0,0.4313394098071123,0.30038317549907645,0.21176698069610184,0.575140721880973,0.5877968573002965,0.3221503408352297,0.3461979261820442,0.5182047494034031,0.16240459903752497,0.5819630232757541,0.5295148549179606,0.46852659373824196,0.3221503408352297,0.1794565718179443,0.6561310876537012,0.2328355659460099,0.3875891226297915,0.16240459903752497,0.07109094259879052,0.4311388524117494,0.22875240158015553,0.46852659373824196,0.2730779446639521,0.27726013912305053,0.20708077480306689,0.5688980079256651,0.5819630232757541,0.6561310876537012,0.16240459903752497,0.26758454898766637,0.5182047494034031,0.07627928989331113,0.48431847883367896
Customer_5,0.11868807164401057,0.34619792618204426,0.06343747611703321,0.34619792618204426,,0.3974182229355048,0.2708019901997641,0.26991863628873314,0.11868807164401057,0.07760757699621763,0.5094085217290897,0.5483511635116546,0.22560561411548247,0.24634841928519574,0.41857114548250196,0.35825834116346766,0.3164278571627765,0.2036686610492084,0.16575644587181598,0.09221263962366963,0.33731349950864087,0.3850059846732535,0.19699977351003922,0.3734320492415919,0.3897418441274055,0.09221263962366963,0.34619792618204426,0.566319306966849,0.2901189881781028,0.3628876814849347,0.3164278571627765,0.8159561696841755,0.06343747611703321,0.0,0.6330653797327681,0.5013381427192276,0.6948408913593724,0.2708019901997641,0.20981372902004547,0.06343747611703321,0.2036686610492084,0.3974182229355048,0.33731349950864087,0.4578270605240422,0.5013381427192276,0.409856022484746,0.5381516033076705,0.5008029886656826,0.20981372902004547,0.3307145987057059,0.06893778705899367,0.3465789888638523,0.7111335862354233,0.6948408913593724,0.3974182229355048,0.5013381427192276,0.36624560830805625,0.6330653797327681,0.26991863628873314,0.22560561411548247
Customer_6,0.44150491657784857,0.6561310876537012,0.3339807468184715,0.6561310876537012,0.3974182229355047,,0.12661623273574066,0.5798517977603901,0.44150491657784857,0.47502579993172234,0.4341850083751089,0.47064028354443765,0.2456508888586808,0.5691652642190337,0.520923002592822,0.5852924352357323,0.15482864581138678,0.5136018225208653,0.23166177706368873,0.38861715507039307,0.6601303444424788,0.2980700289170189,0.5198166184438772,0.29677485586933994,0.31167631288810227,0.38861715507039307,0.6561310876537012,0.506159071694185,0.6129358331119407,0.5806630949142652,0.15482864581138678,0.8029628233812968,0.3339807468184715,0.3974182229355047,0.5553544997655511,0.7237598523558696,0.6171300113921555,0.12661623273574066,0.2753999665078979,0.3339807468184715,0.5136018225208653,0.0,0.6601303444424788,0.3801161805568253,0.7237598523558696,0.7091358234951421,0.46044072334045355,0.6360640495305897,0.2753999665078979,0.5997123089186285,0.39175463199283167,0.6693958337976902,0.6334227062682063,0.6171300113921555,0.0,0.7237598523558696,0.5586682497720636,0.5553544997655511,0.5798517977603901,0.2456508888586808
Customer_7,0.31488868384210794,0.5295148549179606,0.20736451408273088,0.5295148549179606,0.2708019901997641,0.12661623273574066,,0.45323556502464946,0.31488868384210794,0.3484095671959817,0.40698469735355364,0.44343997252288236,0.12069442312671025,0.4425490314832931,0.49372269157126664,0.541575269899384,0.21151666617400428,0.3869855897851247,0.10504554432794809,0.26200092233465244,0.5335141117067382,0.28009479368448126,0.3932003857081366,0.26852085825281974,0.28483065313863326,0.26200092233465244,0.5295148549179606,0.47895876067262966,0.48631960037620015,0.5462046102208511,0.21151666617400428,0.7757625123597415,0.20736451408273088,0.2708019901997641,0.5281541887439958,0.6846550714551438,0.5899297003706002,0.0,0.1487837337721572,0.20736451408273088,0.3869855897851247,0.12661623273574066,0.5335141117067382,0.35291586953527,0.6846550714551438,0.5931729512206623,0.43324041231889826,0.6088637385090344,0.1487837337721572,0.5140315274416223,0.26513839925709104,0.5427796010619497,0.606222395246651,0.5899297003706002,0.12661623273574066,0.6846550714551438,0.5314679387505084,0.5281541887439958,0.45323556502464946,0.12069442312671025
Customer_8,0.24509037425382485,0.07627928989331113,0.24587105094191858,0.07627928989331113,0.2699186362887331,0.5798517977603901,0.45323556502464946,,0.24509037425382485,0.2984725495040047,0.41302934587402845,0.49043140664304163,0.40803918894036784,0.22766808994342475,0.3221919696274407,0.2618791653084064,0.49886143198766186,0.10317728192463317,0.34819002069670135,0.19123464268999701,0.15655627605269878,0.5549608417917319,0.1667786723877962,0.5433824317373508,0.5379649580701698,0.19123464268999701,0.07627928989331113,0.46994013111178773,0.22410388560576536,0.26650850562987344,0.49886143198766186,0.6594886497259199,0.24587105094191858,0.2699186362887331,0.5568054707080785,0.23409639146314834,0.6205637445804295,0.45323556502464946,0.39224730384493084,0.24587105094191858,0.10317728192463317,0.5798517977603901,0.15655627605269878,0.426189843934467,0.23409639146314834,0.1426142712286668,0.46973957371642483,0.3004441940057789,0.39224730384493084,0.23433542285064463,0.2009808492297394,0.13080148490975574,0.6348736772107337,0.6205637445804295,0.5798517977603901,0.23409639146314834,0.26986643245299496,0.5568054707080785,0.0,0.40803918894036784
Customer_9,0.0,0.32136966414713597,0.10752416975937706,0.32136966414713597,0.11868807164401057,0.4415049165778486,0.31488868384210794,0.24509037425382485,,0.06880091204918831,0.49022101925511297,0.5676230800241262,0.2696923077578263,0.12766034764118517,0.39938364300852514,0.33907083868949084,0.36051455080512035,0.18448115857523156,0.20984313951415984,0.06301283268880062,0.2186254278646303,0.42909267831559733,0.07831170186602864,0.41751874288393576,0.43382853776974933,0.06301283268880062,0.32136966414713597,0.5471318044928722,0.17143091653409218,0.3437001790109579,0.36051455080512035,0.7967686672101987,0.10752416975937706,0.11868807164401057,0.6339971440891631,0.4791867657169732,0.6977554179615141,0.31488868384210794,0.2539004226623893,0.10752416975937706,0.18448115857523156,0.4415049165778486,0.2186254278646303,0.5019137541663861,0.4791867657169732,0.38770464548249167,0.5469312470975093,0.48161548619170585,0.2539004226623893,0.31152709623172914,0.049750284585016895,0.2278909172198417,0.7120653505918183,0.6977554179615141,0.4415049165778486,0.4791867657169732,0.3470581058340795,0.6339971440891631,0.24509037425382485,0.2696923077578263
Customer_10,0.06880091204918831,0.3747518393973158,0.14104505311325083,0.3747518393973158,0.07760757699621763,0.47502579993172234,0.3484095671959817,0.2984725495040047,0.06880091204918831,,0.5379624349443614,0.6153644957133746,0.3032131911117001,0.19646125969037348,0.4471250586977735,0.38681225437873923,0.3940354341589941,0.23222257426448,0.2433640228680336,0.12076655283894125,0.2874263399138186,0.46261356166947115,0.14711261391521696,0.4510396262378096,0.46734942112362315,0.12076655283894125,0.3747518393973158,0.5948732201821206,0.24023182858328052,0.3914415947002063,0.3940354341589941,0.8445100828994471,0.14104505311325083,0.07760757699621763,0.6817385597784115,0.5298920559344993,0.7454968336507625,0.3484095671959817,0.2874213060162631,0.14104505311325083,0.23222257426448,0.47502579993172234,0.2874263399138186,0.5354346375202599,0.5298920559344993,0.4384099357000177,0.5946726627867577,0.5293569018809542,0.2874213060162631,0.35926851192097753,0.09749170027426529,0.29669182926903004,0.7598067662810667,0.7454968336507625,0.47502579993172234,0.5298920559344993,0.39479952152332787,0.6817385597784115,0.2984725495040047,0.3032131911117001
